50000;choose:12504;insert:0;booble:0;merge:0;50000;choose:4672;insert:2241;booble:1094;merge:1052;50000;choose:4277;insert:1435;booble:1047;merge:669;quick:0;
50000;choose:7549;insert:1111;booble:870;merge:684;quick:0;
50000;choose:4093;insert:3198;booble:1444;merge:549;quick:0;
100000;choose:15152;insert:14297;booble:0;merge:2227;quick:0;
100000;
